club_name,player_name,age,position,club_involved_name,transfer_movement,transfer_period,fee_cleaned,season
Birmingham City,Craig Gardner,23.0,Central Midfield,Aston Villa,in,Winter,3.5,2009/2010
Burnley FC,Leon Cort,30.0,Centre-Back,Stoke City,in,Winter,1.8,2009/2010
Aston Villa,Stephen Ireland,23.0,Attacking Midfield,Man City,in,Summer,9.7,2010/2011
Blackpool FC,DJ Campbell,28.0,Centre-Forward,Leicester City,in,Summer,1.5,2010/2011
Blackpool FC,Chris Basham,21.0,Centre-Back,Bolton,in,Summer,1.4,2010/2011
Wigan Athletic,Franco Di Santo,21.0,Centre-Forward,Chelsea FC,in,Summer,2.4,2010/2011
Man Utd,Chris Smalling,20.0,Centre-Back,Fulham FC,in,Summer,8.0,2010/2011
West Brom,Nicky Shorey,29.0,Left-Back,Aston Villa,in,Summer,1.8,2010/2011
West Brom,Boaz Myhill,27.0,Goalkeeper,Hull City,in,Summer,1.8,2010/2011
Newcastle United,James Perch,24.0,Defensive Midfield,Nottm Forest,in,Summer,1.2,2010/2011
Chelsea FC,Yossi Benayoun,30.0,Right Winger,Liverpool FC,in,Summer,7.0,2010/2011
Wolves,Steven Fletcher,23.0,Centre-Forward,Burnley FC,in,Summer,7.2,2010/2011
Wolves,Stephen Hunt,28.0,Left Midfield,Hull City,in,Summer,3.6,2010/2011
Wolves,Steven Mouyokolo,23.0,Centre-Back,Hull City,in,Summer,3.0,2010/2011
Stoke City,Kenwyne Jones,25.0,Centre-Forward,Sunderland AFC,in,Summer,9.7,2010/2011
Stoke City,Marc Wilson,23.0,Centre-Back,Portsmouth FC,in,Summer,3.6,2010/2011
Stoke City,Jonathan Walters,26.0,Right Winger,Ipswich Town,in,Summer,3.3,2010/2011
Bolton,Tom Eaves,18.0,Centre-Forward,Oldham Athletic,in,Summer,0.245,2010/2011
Birmingham City,Ben Foster,27.0,Goalkeeper,Man Utd,in,Summer,7.0,2010/2011
Sunderland AFC,Titus Bramble,28.0,Centre-Back,Wigan,in,Summer,1.2,2010/2011
Man City,James Milner,24.0,Central Midfield,Aston Villa,in,Summer,22.0,2010/2011
Liverpool FC,Paul Konchesky,29.0,Left-Back,Fulham FC,in,Summer,4.2,2010/2011
Liverpool FC,Brad Jones,28.0,Goalkeeper,Middlesbrough FC,in,Summer,2.8,2010/2011
Liverpool FC,Danny Wilson,18.0,Centre-Back,Rangers,in,Summer,2.75,2010/2011
Liverpool FC,Jonjo Shelvey,18.0,Central Midfield,Charlton,in,Summer,2.0,2010/2011
Aston Villa,Darren Bent,26.0,Centre-Forward,Sunderland AFC,in,Winter,21.5,2010/2011
Fulham FC,Steve Sidwell,28.0,Central Midfield,Aston Villa,in,Winter,0.6,2010/2011
Chelsea FC,Fernando Torres,26.0,Centre-Forward,Liverpool FC,in,Winter,58.5,2010/2011
Wolves,Adam Hammill,22.0,Right Winger,Barnsley FC,in,Winter,0.6,2010/2011
West Ham United,Gary O'Neil,27.0,Central Midfield,Middlesbrough FC,in,Winter,2.9,2010/2011
West Ham United,Robbie Keane,30.0,Centre-Forward,Spurs,in,Winter,1.2,2010/2011
West Ham United,Wayne Bridge,30.0,Left-Back,Man City,in,Winter,0.35,2010/2011
Bolton,David Wheater,23.0,Centre-Back,Middlesbrough FC,in,Winter,2.75,2010/2011
Birmingham City,Curtis Davies,25.0,Centre-Back,Aston Villa,in,Winter,4.0,2010/2011
Spurs,Steven Pienaar,28.0,Left Winger,Everton,in,Winter,3.6,2010/2011
Liverpool FC,Andy Carroll,22.0,Centre-Forward,Newcastle United,in,Winter,41.0,2010/2011
Arsenal FC,Alex Oxlade-Chamberlain,17.0,Central Midfield,Southampton,in,Summer,13.8,2011/2012
Arsenal FC,Mikel Arteta,29.0,Central Midfield,Everton,in,Summer,12.0,2011/2012
Arsenal FC,Carl Jenkinson,19.0,Right-Back,Charlton,in,Summer,1.13,2011/2012
Chelsea FC,Raúl Meireles,28.0,Central Midfield,Liverpool FC,in,Summer,13.5,2011/2012
Newcastle United,Gabriel Obertan,22.0,Attacking Midfield,Man Utd,in,Summer,3.4,2011/2012
Newcastle United,Demba Ba,26.0,Centre-Forward,West Ham United,in,Summer,0.8,2011/2012
Newcastle United,Rob Elliot,25.0,Goalkeeper,Charlton,in,Summer,0.15,2011/2012
West Brom,Shane Long,24.0,Centre-Forward,Reading FC,in,Summer,5.1,2011/2012
West Brom,Ben Foster,28.0,Goalkeeper,Birmingham,in,Summer,1.1,2011/2012
Man Utd,Phil Jones,19.0,Centre-Back,Blackburn Rovers,in,Summer,19.3,2011/2012
Man Utd,Ashley Young,25.0,Left-Back,Aston Villa,in,Summer,18.0,2011/2012
QPR,Shaun Wright-Phillips,29.0,Right Winger,Man City,in,Summer,4.5,2011/2012
QPR,DJ Campbell,29.0,Centre-Forward,Blackpool FC,in,Summer,2.0,2011/2012
QPR,Armand Traoré,21.0,Left-Back,Arsenal FC,in,Summer,1.35,2011/2012
QPR,Anton Ferdinand,26.0,Centre-Back,Sunderland AFC,in,Summer,1.13,2011/2012
QPR,Luke Young,32.0,Right-Back,Aston Villa,in,Summer,1.13,2011/2012
QPR,Jason Puncheon,25.0,Central Midfield,Southampton,in,Summer,0.225,2011/2012
Wigan Athletic,Ali Al-Habsi,29.0,Goalkeeper,Bolton,in,Summer,4.3,2011/2012
Norwich City,James Vaughan,22.0,Centre-Forward,Everton,in,Summer,2.3,2011/2012
Norwich City,Anthony Pilkington,23.0,Left Winger,Huddersfield,in,Summer,2.25,2011/2012
Norwich City,Elliott Bennett,22.0,Right Midfield,Brighton,in,Summer,1.7,2011/2012
Norwich City,Daniel Ayala,20.0,Centre-Back,Liverpool FC,in,Summer,0.9,2011/2012
Wolves,Roger Johnson,28.0,Centre-Back,Birmingham,in,Summer,8.0,2011/2012
Wolves,Jamie O'Hara,24.0,Central Midfield,Spurs,in,Summer,3.75,2011/2012
Stoke City,Peter Crouch,30.0,Centre-Forward,Spurs,in,Summer,11.3,2011/2012
Stoke City,Wilson Palacios,26.0,Defensive Midfield,Spurs,in,Summer,9.0,2011/2012
Stoke City,Cameron Jerome,25.0,Centre-Forward,Birmingham,in,Summer,4.5,2011/2012
Liverpool FC,Stewart Downing,26.0,Left Midfield,Aston Villa,in,Summer,22.8,2011/2012
Liverpool FC,Jordan Henderson,21.0,Central Midfield,Sunderland AFC,in,Summer,18.0,2011/2012
Liverpool FC,Charlie Adam,25.0,Central Midfield,Blackpool FC,in,Summer,8.4,2011/2012
Liverpool FC,José Enrique,25.0,Left-Back,Newcastle United,in,Summer,8.0,2011/2012
Spurs,Scott Parker,30.0,Central Midfield,West Ham United,in,Summer,5.75,2011/2012
Spurs,Emmanuel Adebayor,27.0,Centre-Forward,Man City,in,Summer,2.25,2011/2012
Blackburn Rovers,Scott Dann,24.0,Centre-Back,Birmingham,in,Summer,6.8,2011/2012
Blackburn Rovers,Yakubu Aiyegbeni,28.0,Centre-Forward,Everton,in,Summer,1.7,2011/2012
Blackburn Rovers,Jordan Slew,18.0,Centre-Forward,Sheff Utd,in,Summer,1.25,2011/2012
Man City,Samir Nasri,24.0,Attacking Midfield,Arsenal FC,in,Summer,27.5,2011/2012
Man City,Gaël Clichy,25.0,Left-Back,Arsenal FC,in,Summer,7.75,2011/2012
Sunderland AFC,Connor Wickham,18.0,Centre-Forward,Ipswich Town,in,Summer,9.0,2011/2012
Sunderland AFC,Craig Gardner,24.0,Central Midfield,Birmingham,in,Summer,6.6,2011/2012
Sunderland AFC,John O'Shea,30.0,Centre-Back,Man Utd,in,Summer,4.5,2011/2012
Sunderland AFC,Wes Brown,31.0,Centre-Back,Man Utd,in,Summer,1.5,2011/2012
Sunderland AFC,Nicklas Bendtner,23.0,Centre-Forward,Arsenal FC,in,Summer,1.0,2011/2012
Bolton,David N'Gog,22.0,Centre-Forward,Liverpool FC,in,Summer,4.5,2011/2012
Bolton,Chris Eagles,25.0,Right Winger,Burnley FC,in,Summer,1.7,2011/2012
Bolton,Tyrone Mears,28.0,Right-Back,Burnley FC,in,Summer,1.7,2011/2012
Aston Villa,Charles N'Zogbia,25.0,Right Winger,Wigan,in,Summer,10.8,2011/2012
Aston Villa,Alan Hutton,26.0,Right-Back,Spurs,in,Summer,4.5,2011/2012
Aston Villa,Shay Given,35.0,Goalkeeper,Man City,in,Summer,3.75,2011/2012
Aston Villa,Jermaine Jenas,28.0,Central Midfield,Spurs,in,Summer,1.0,2011/2012
Swansea City,Danny Graham,25.0,Centre-Forward,Watford FC,in,Summer,3.9,2011/2012
Swansea City,Wayne Routledge,26.0,Left Winger,Newcastle United,in,Summer,3.25,2011/2012
Swansea City,Leroy Lita,26.0,Centre-Forward,Middlesbrough FC,in,Summer,2.0,2011/2012
Norwich City,Jonathan Howson,23.0,Central Midfield,Leeds United,in,Winter,1.1,2011/2012
Wigan Athletic,Jean Beausejour,27.0,Left-Back,Birmingham,in,Winter,4.7,2011/2012
QPR,Bobby Zamora,31.0,Centre-Forward,Fulham FC,in,Winter,5.8,2011/2012
QPR,Nedum Onuoha,25.0,Centre-Back,Man City,in,Winter,4.7,2011/2012
West Brom,Liam Ridgewell,27.0,Centre-Back,Birmingham,in,Winter,2.4,2011/2012
West Brom,Keith Andrews,31.0,Central Midfield,Blackburn Rovers,in,Winter,0.058,2011/2012
Fulham FC,Ryan Williams,18.0,Right Midfield,Portsmouth FC,in,Winter,0.6,2011/2012
Chelsea FC,Gary Cahill,26.0,Centre-Back,Bolton,in,Winter,8.4,2011/2012
Chelsea FC,Patrick Bamford,18.0,Centre-Forward,Nottm Forest,in,Winter,1.8,2011/2012
Bolton,Marvin Sordell,20.0,Centre-Forward,Watford FC,in,Winter,3.6,2011/2012
Blackburn Rovers,Bradley Orr,29.0,Centre-Back,QPR,in,Winter,1.8,2011/2012
Chelsea FC,Victor Moses,21.0,Right Midfield,Wigan,in,Summer,11.5,2012/2013
Man Utd,Robin van Persie,29.0,Centre-Forward,Arsenal FC,in,Summer,30.7,2012/2013
West Brom,Ben Foster,29.0,Goalkeeper,Birmingham,in,Summer,5.0,2012/2013
Fulham FC,Dimitar Berbatov,31.0,Centre-Forward,Man Utd,in,Summer,5.0,2012/2013
Fulham FC,Kieran Richardson,27.0,Left-Back,Sunderland AFC,in,Summer,2.5,2012/2013
Newcastle United,Gaël Bigirimana,18.0,Central Midfield,Coventry,in,Summer,1.25,2012/2013
Aston Villa,Matthew Lowton,23.0,Right-Back,Sheff Utd,in,Summer,3.75,2012/2013
Aston Villa,Joe Bennett,22.0,Left-Back,Middlesbrough FC,in,Summer,3.15,2012/2013
West Ham United,Matt Jarvis,26.0,Left Winger,Wolves,in,Summer,9.5,2012/2013
West Ham United,James Collins,28.0,Centre-Back,Aston Villa,in,Summer,3.2,2012/2013
West Ham United,Andy Carroll,23.0,Centre-Forward,Liverpool FC,in,Summer,1.25,2012/2013
West Ham United,Stephen Henderson,24.0,Goalkeeper,Portsmouth FC,in,Summer,0.745,2012/2013
Sunderland AFC,Steven Fletcher,25.0,Centre-Forward,Wolves,in,Summer,15.2,2012/2013
Sunderland AFC,Adam Johnson,25.0,Right Winger,Man City,in,Summer,12.6,2012/2013
Man City,Jack Rodwell,21.0,Defensive Midfield,Everton,in,Summer,15.0,2012/2013
Man City,Scott Sinclair,23.0,Left Winger,Swansea City,in,Summer,7.8,2012/2013
Spurs,Mousa Dembélé,25.0,Central Midfield,Fulham FC,in,Summer,19.0,2012/2013
Spurs,Clint Dempsey,29.0,Second Striker,Fulham FC,in,Summer,7.5,2012/2013
Spurs,Emmanuel Adebayor,28.0,Centre-Forward,Man City,in,Summer,6.4,2012/2013
Liverpool FC,Joe Allen,22.0,Central Midfield,Swansea City,in,Summer,19.0,2012/2013
Norwich City,Robert Snodgrass,24.0,Right Winger,Leeds United,in,Summer,3.2,2012/2013
Norwich City,Sébastien Bassong,26.0,Centre-Back,Spurs,in,Summer,3.0,2012/2013
Norwich City,Michael Turner,28.0,Centre-Back,Sunderland AFC,in,Summer,1.9,2012/2013
Norwich City,Mark Bunn,27.0,Goalkeeper,Blackburn Rovers,in,Summer,1.25,2012/2013
Stoke City,Charlie Adam,26.0,Central Midfield,Liverpool FC,in,Summer,6.2,2012/2013
Stoke City,Steven Nzonzi,23.0,Defensive Midfield,Blackburn Rovers,in,Summer,4.4,2012/2013
Stoke City,Michael Kightly,26.0,Left Winger,Wolves,in,Summer,3.5,2012/2013
Stoke City,Maurice Edu,26.0,Defensive Midfield,Rangers,in,Summer,0.63,2012/2013
QPR,Junior Hoilett,22.0,Left Winger,Blackburn Rovers,in,Summer,3.75,2012/2013
QPR,Ji-sung Park,31.0,Attacking Midfield,Man Utd,in,Summer,3.1,2012/2013
Reading FC,Adrian Mariappa,25.0,Centre-Back,Watford FC,in,Summer,3.8,2012/2013
Reading FC,Chris Gunter,22.0,Right-Back,Nottm Forest,in,Summer,3.0,2012/2013
Chelsea FC,Demba Ba,27.0,Centre-Forward,Newcastle United,in,Winter,8.5,2012/2013
Man Utd,Wilfried Zaha,20.0,Left Winger,Crystal Palace,in,Winter,11.75,2012/2013
Sunderland AFC,Danny Graham,27.0,Centre-Forward,Swansea City,in,Winter,5.8,2012/2013
Liverpool FC,Daniel Sturridge,23.0,Centre-Forward,Chelsea FC,in,Winter,15.0,2012/2013
Norwich City,Luciano Becchio,29.0,Centre-Forward,Leeds United,in,Winter,0.23,2012/2013
Stoke City,Jack Butland,19.0,Goalkeeper,Birmingham,in,Winter,3.8,2012/2013
Reading FC,Stephen Kelly,29.0,Right-Back,Fulham FC,in,Winter,1.5,2012/2013
Reading FC,Nick Blackman,23.0,Centre-Forward,Sheff Utd,in,Winter,1.4,2012/2013
Man Utd,Marouane Fellaini,25.0,Central Midfield,Everton,in,Summer,32.4,2013/2014
Arsenal FC,Semi Ajayi,19.0,Centre-Back,Charlton,in,Summer,0.5,2013/2014
Liverpool FC,Simon Mignolet,25.0,Goalkeeper,Sunderland AFC,in,Summer,10.6,2013/2014
Liverpool FC,Victor Moses,22.0,Right Midfield,Chelsea FC,in,Summer,1.2,2013/2014
West Brom,Stéphane Sessègnon,29.0,Attacking Midfield,Sunderland AFC,in,Summer,7.0,2013/2014
West Brom,Victor Anichebe,25.0,Centre-Forward,Everton,in,Summer,5.9,2013/2014
West Brom,Scott Sinclair,24.0,Left Winger,Man City,in,Summer,2.3,2013/2014
Swansea City,Jonjo Shelvey,21.0,Central Midfield,Liverpool FC,in,Summer,5.8,2013/2014
West Ham United,Andy Carroll,24.0,Centre-Forward,Liverpool FC,in,Summer,17.5,2013/2014
West Ham United,Stewart Downing,29.0,Left Midfield,Liverpool FC,in,Summer,5.8,2013/2014
Norwich City,Martin Olsson,25.0,Left-Back,Blackburn Rovers,in,Summer,2.9,2013/2014
Norwich City,Nathan Redmond,19.0,Left Winger,Birmingham,in,Summer,2.3,2013/2014
Fulham FC,Scott Parker,32.0,Central Midfield,Spurs,in,Summer,4.3,2013/2014
Fulham FC,Darren Bent,29.0,Centre-Forward,Aston Villa,in,Summer,2.4,2013/2014
Stoke City,Stephen Ireland,27.0,Attacking Midfield,Aston Villa,in,Summer,0.6,2013/2014
Aston Villa,Jed Steer,20.0,Goalkeeper,Norwich City,in,Summer,0.54,2013/2014
Newcastle United,Loïc Rémy,26.0,Centre-Forward,QPR,in,Summer,2.3,2013/2014
Sunderland AFC,Vito Mannone,25.0,Goalkeeper,Arsenal FC,in,Summer,2.4,2013/2014
Sunderland AFC,Fabio Borini,22.0,Left Winger,Liverpool FC,in,Summer,1.8,2013/2014
Cardiff City,Steven Caulker,21.0,Centre-Back,Spurs,in,Summer,9.15,2013/2014
Cardiff City,Peter Odemwingie,32.0,Right Winger,West Brom,in,Summer,2.9,2013/2014
Cardiff City,John Brayford,25.0,Right-Back,Derby County,in,Summer,1.74,2013/2014
Cardiff City,Simon Moore,23.0,Goalkeeper,Brentford FC,in,Summer,0.175,2013/2014
Hull City,Tom Huddlestone,26.0,Defensive Midfield,Spurs,in,Summer,5.8,2013/2014
Hull City,Curtis Davies,28.0,Centre-Back,Birmingham,in,Summer,2.65,2013/2014
Hull City,Ahmed Elmohamady,25.0,Right-Back,Sunderland AFC,in,Summer,2.3,2013/2014
Hull City,Jake Livermore,23.0,Defensive Midfield,Spurs,in,Summer,0.3,2013/2014
Crystal Palace,Adlène Guédioura,27.0,Central Midfield,Nottm Forest,in,Summer,3.5,2013/2014
Crystal Palace,Adrian Mariappa,26.0,Centre-Back,Reading FC,in,Summer,3.5,2013/2014
Crystal Palace,Jack Hunt,22.0,Right-Back,Huddersfield,in,Summer,2.35,2013/2014
Crystal Palace,Barry Bannan,23.0,Central Midfield,Aston Villa,in,Summer,2.1,2013/2014
Crystal Palace,Marouane Chamakh,29.0,Centre-Forward,Arsenal FC,in,Summer,1.2,2013/2014
Crystal Palace,Stephen Dobbie,30.0,Centre-Forward,Brighton,in,Summer,0.99,2013/2014
Crystal Palace,Jimmy Kébé,29.0,Right Winger,Reading FC,in,Summer,0.88,2013/2014
Man Utd,Juan Mata,25.0,Attacking Midfield,Chelsea FC,in,Winter,44.73,2013/2014
Sunderland AFC,Liam Bridcutt,24.0,Defensive Midfield,Brighton,in,Winter,3.66,2013/2014
Cardiff City,Wilfried Zaha,21.0,Left Winger,Man Utd,in,Winter,1.8,2013/2014
Hull City,Shane Long,26.0,Centre-Forward,West Brom,in,Winter,8.5,2013/2014
Hull City,Nikica Jelavic,28.0,Centre-Forward,Everton,in,Winter,7.8,2013/2014
Crystal Palace,Wayne Hennessey,27.0,Goalkeeper,Wolves,in,Winter,3.65,2013/2014
Crystal Palace,Jason Puncheon,27.0,Central Midfield,Southampton,in,Winter,2.2,2013/2014
Crystal Palace,Scott Dann,26.0,Centre-Back,Blackburn Rovers,in,Winter,1.83,2013/2014
Arsenal FC,Calum Chambers,19.0,Centre-Back,Southampton,in,Summer,20.23,2014/2015
Arsenal FC,Danny Welbeck,23.0,Centre-Forward,Man Utd,in,Summer,20.0,2014/2015
Arsenal FC,Mathieu Debuchy,28.0,Right-Back,Newcastle United,in,Summer,15.0,2014/2015
Aston Villa,Kieran Richardson,29.0,Left-Back,Fulham FC,in,Summer,0.75,2014/2015
Burnley FC,George Boyd,28.0,Left Winger,Hull City,in,Summer,3.8,2014/2015
Burnley FC,Lukas Jutkiewicz,25.0,Centre-Forward,Middlesbrough FC,in,Summer,3.1,2014/2015
Burnley FC,Michael Kightly,28.0,Left Winger,Stoke City,in,Summer,1.9,2014/2015
Burnley FC,Stephen Ward,28.0,Left-Back,Wolves,in,Summer,0.63,2014/2015
Burnley FC,Marvin Sordell,23.0,Centre-Forward,Bolton,in,Summer,0.63,2014/2015
Chelsea FC,Loïc Rémy,27.0,Centre-Forward,QPR,in,Summer,13.2,2014/2015
Crystal Palace,James McArthur,26.0,Central Midfield,Wigan,in,Summer,8.8,2014/2015
Crystal Palace,Zeki Fryers,21.0,Left-Back,Spurs,in,Summer,3.8,2014/2015
Crystal Palace,Martin Kelly,24.0,Right-Back,Liverpool FC,in,Summer,2.0,2014/2015
Crystal Palace,Fraizer Campbell,26.0,Centre-Forward,Cardiff City,in,Summer,1.14,2014/2015
Hull City,Robert Snodgrass,26.0,Right Winger,Norwich City,in,Summer,7.5,2014/2015
Hull City,Jake Livermore,24.0,Defensive Midfield,Spurs,in,Summer,7.0,2014/2015
Hull City,Mohamed Diamé,27.0,Defensive Midfield,West Ham United,in,Summer,4.4,2014/2015
Hull City,Michael Dawson,30.0,Centre-Back,Spurs,in,Summer,4.4,2014/2015
Hull City,Harry Maguire,21.0,Centre-Back,Sheff Utd,in,Summer,3.15,2014/2015
Hull City,Tom Ince,22.0,Right Winger,Blackpool FC,in,Summer,1.95,2014/2015
Leicester City,Leonardo Ulloa,27.0,Centre-Forward,Brighton,in,Summer,10.1,2014/2015
Leicester City,Danny Simpson,27.0,Right-Back,QPR,in,Summer,2.5,2014/2015
Liverpool FC,Adam Lallana,26.0,Attacking Midfield,Southampton,in,Summer,31.0,2014/2015
Liverpool FC,Dejan Lovren,25.0,Centre-Back,Southampton,in,Summer,25.3,2014/2015
Liverpool FC,Rickie Lambert,32.0,Centre-Forward,Southampton,in,Summer,5.5,2014/2015
Man Utd,Luke Shaw,18.0,Left-Back,Southampton,in,Summer,37.5,2014/2015
Man Utd,Ander Herrera,24.0,Central Midfield,Athletic,in,Summer,36.0,2014/2015
Newcastle United,Jamaal Lascelles,20.0,Centre-Back,Nottm Forest,in,Summer,5.0,2014/2015
Newcastle United,Karl Darlow,23.0,Goalkeeper,Nottm Forest,in,Summer,5.0,2014/2015
QPR,Steven Caulker,22.0,Centre-Back,Cardiff City,in,Summer,10.75,2014/2015
QPR,Leroy Fer,24.0,Defensive Midfield,Norwich City,in,Summer,10.0,2014/2015
QPR,Jordon Mutch,22.0,Central Midfield,Cardiff City,in,Summer,7.57,2014/2015
QPR,Sandro,25.0,Defensive Midfield,Spurs,in,Summer,7.5,2014/2015
QPR,Alex McCarthy,24.0,Goalkeeper,Reading FC,in,Summer,3.8,2014/2015
QPR,Jack Robinson,20.0,Centre-Back,Liverpool FC,in,Summer,1.25,2014/2015
Sunderland AFC,Jack Rodwell,23.0,Defensive Midfield,Man City,in,Summer,12.5,2014/2015
Sunderland AFC,Will Buckley,24.0,Right Winger,Brighton,in,Summer,3.12,2014/2015
Sunderland AFC,Patrick van Aanholt,23.0,Left-Back,Chelsea FC,in,Summer,1.9,2014/2015
Swansea City,Gylfi Sigurdsson,24.0,Attacking Midfield,Spurs,in,Summer,10.1,2014/2015
Swansea City,Marvin Emnes,26.0,Centre-Forward,Middlesbrough FC,in,Summer,1.7,2014/2015
Spurs,Ben Davies,21.0,Left-Back,Swansea City,in,Summer,12.65,2014/2015
Spurs,Michel Vorm,30.0,Goalkeeper,Swansea City,in,Summer,5.7,2014/2015
West Ham United,Aaron Cresswell,24.0,Left-Back,Ipswich Town,in,Summer,4.75,2014/2015
Crystal Palace,Jordon Mutch,23.0,Central Midfield,QPR,in,Winter,6.34,2014/2015
Crystal Palace,Wilfried Zaha,22.0,Left Winger,Man Utd,in,Winter,3.8,2014/2015
Man City,Wilfried Bony,26.0,Centre-Forward,Swansea City,in,Winter,32.3,2014/2015
Swansea City,Kyle Naughton,26.0,Right-Back,Spurs,in,Winter,6.6,2014/2015
Swansea City,Jack Cork,25.0,Defensive Midfield,Southampton,in,Winter,4.0,2014/2015
West Brom,Callum McManaman,23.0,Right Winger,Wigan,in,Winter,6.35,2014/2015
Chelsea FC,Asmir Begovic,28.0,Goalkeeper,Stoke City,in,Summer,11.0,2015/2016
Chelsea FC,Michael Hector,23.0,Centre-Back,Reading FC,in,Summer,5.4,2015/2016
Man City,Raheem Sterling,20.0,Left Winger,Liverpool FC,in,Summer,63.7,2015/2016
Man City,Fabian Delph,25.0,Central Midfield,Aston Villa,in,Summer,11.5,2015/2016
Man City,Patrick Roberts,18.0,Right Winger,Fulham FC,in,Summer,7.2,2015/2016
Arsenal FC,Petr Cech,33.0,Goalkeeper,Chelsea FC,in,Summer,14.0,2015/2016
Man Utd,Morgan Schneiderlin,25.0,Defensive Midfield,Southampton,in,Summer,35.0,2015/2016
Spurs,Kieran Trippier,24.0,Right-Back,Burnley FC,in,Summer,4.9,2015/2016
Liverpool FC,Christian Benteke,24.0,Centre-Forward,Aston Villa,in,Summer,46.5,2015/2016
Liverpool FC,Nathaniel Clyne,24.0,Right-Back,Southampton,in,Summer,17.7,2015/2016
Liverpool FC,Danny Ings,22.0,Centre-Forward,Burnley FC,in,Summer,8.3,2015/2016
Liverpool FC,Joe Gomez,18.0,Centre-Back,Charlton,in,Summer,4.9,2015/2016
Swansea City,Oliver McBurnie,19.0,Centre-Forward,Bradford,in,Summer,0.35,2015/2016
Crystal Palace,Connor Wickham,22.0,Centre-Forward,Sunderland AFC,in,Summer,10.0,2015/2016
Crystal Palace,Alex McCarthy,25.0,Goalkeeper,QPR,in,Summer,4.9,2015/2016
West Ham United,Michail Antonio,25.0,Centre-Forward,Nottm Forest,in,Summer,9.5,2015/2016
West Ham United,Nikica Jelavic,30.0,Centre-Forward,Hull City,in,Summer,4.1,2015/2016
West Brom,James Chester,26.0,Centre-Back,Hull City,in,Summer,11.3,2015/2016
West Brom,Jonny Evans,27.0,Centre-Back,Man Utd,in,Summer,8.3,2015/2016
West Brom,Rickie Lambert,33.0,Centre-Forward,Liverpool FC,in,Summer,4.2,2015/2016
West Brom,James McClean,26.0,Left Midfield,Wigan,in,Summer,2.1,2015/2016
Leicester City,Robert Huth,30.0,Centre-Back,Stoke City,in,Summer,4.2,2015/2016
Sunderland AFC,Fabio Borini,24.0,Left Winger,Liverpool FC,in,Summer,10.7,2015/2016
Sunderland AFC,Younès Kaboul,29.0,Centre-Back,Spurs,in,Summer,4.3,2015/2016
Sunderland AFC,Sebastián Coates,24.0,Centre-Back,Liverpool FC,in,Summer,2.8,2015/2016
Aston Villa,Rudy Gestede,26.0,Centre-Forward,Blackburn Rovers,in,Summer,8.5,2015/2016
Aston Villa,Scott Sinclair,26.0,Left Winger,Man City,in,Summer,3.5,2015/2016
Aston Villa,Joleon Lescott,33.0,Centre-Back,West Brom,in,Summer,1.4,2015/2016
Aston Villa,Tiago Ilori,22.0,Centre-Back,Liverpool FC,in,Summer,0.35,2015/2016
AFC Bournemouth,Tyrone Mings,22.0,Centre-Back,Ipswich Town,in,Summer,11.3,2015/2016
AFC Bournemouth,Glenn Murray,31.0,Centre-Forward,Crystal Palace,in,Summer,5.4,2015/2016
AFC Bournemouth,Lee Tomlin,26.0,Second Striker,Middlesbrough FC,in,Summer,4.3,2015/2016
Watford FC,Étienne Capoue,26.0,Defensive Midfield,Spurs,in,Summer,8.9,2015/2016
Norwich City,Robbie Brady,23.0,Left Midfield,Hull City,in,Summer,9.9,2015/2016
Norwich City,Graham Dorrans,28.0,Central Midfield,West Brom,in,Summer,4.1,2015/2016
Norwich City,Andre Wisdom,22.0,Right-Back,Liverpool FC,in,Summer,1.8,2015/2016
West Ham United,Sam Byram,22.0,Right-Back,Leeds United,in,Winter,4.8,2015/2016
Leicester City,Demarai Gray,19.0,Left Winger,Birmingham,in,Winter,5.1,2015/2016
Newcastle United,Jonjo Shelvey,23.0,Central Midfield,Swansea City,in,Winter,16.0,2015/2016
Newcastle United,Andros Townsend,24.0,Right Winger,Spurs,in,Winter,15.7,2015/2016
AFC Bournemouth,Benik Afobe,22.0,Centre-Forward,Wolves,in,Winter,13.3,2015/2016
AFC Bournemouth,Lewis Grabban,27.0,Centre-Forward,Norwich City,in,Winter,9.35,2015/2016
AFC Bournemouth,Rhoys Wiggins,28.0,Left-Back,Sheff Wed,in,Winter,0.26,2015/2016
Norwich City,Steven Naismith,29.0,Second Striker,Everton,in,Winter,11.0,2015/2016
Norwich City,Matt Jarvis,29.0,Left Winger,West Ham United,in,Winter,3.4,2015/2016
Norwich City,James Maddison,19.0,Attacking Midfield,Coventry,in,Winter,2.65,2015/2016
Arsenal FC,Rob Holding,20.0,Centre-Back,Bolton,in,Summer,3.0,2016/2017
Spurs,Moussa Sissoko,27.0,Central Midfield,Newcastle United,in,Summer,35.0,2016/2017
Spurs,Victor Wanyama,25.0,Defensive Midfield,Southampton,in,Summer,14.4,2016/2017
Man City,John Stones,22.0,Centre-Back,Everton,in,Summer,55.6,2016/2017
West Ham United,André Ayew,26.0,Left Winger,Swansea City,in,Summer,24.1,2016/2017
Liverpool FC,Sadio Mané,24.0,Left Winger,Southampton,in,Summer,41.2,2016/2017
Liverpool FC,Georginio Wijnaldum,25.0,Central Midfield,Newcastle United,in,Summer,27.5,2016/2017
Stoke City,Joe Allen,26.0,Central Midfield,Liverpool FC,in,Summer,15.5,2016/2017
